"practice_code","practice_name","icb_code","icb_name","region","list_size","survey_responses","imd_quintile","rural_urban","phone_difficult_n"
"AUC2997","Practice 5159","Q66","NHS Somerset ICB","East",10193,330,1,"Urban",136
"TPU1846","Practice 5160","Q22","NHS Somerset ICB","London",4297,82,4,"Urban",34
"DDX2470","Practice 5161","Q35","NHS Cornwall ICB","North East",8212,99,1,"Urban",43
"XPN4973","Practice 5162","Q94","NHS Somerset ICB","North West",4056,183,4,"Urban",30
"VCK5434","Practice 5163","Q56","NHS Somerset ICB","South East",12548,70,2,"Rural",32
"EXX9512","Practice 5164","Q56","NHS Dorset ICB","South West",13673,231,3,"Urban",72
"NTB9913","Practice 5165","Q62","NHS Cornwall ICB","London",14634,63,1,"Urban",33
"NFM1758","Practice 5166","Q77","NHS Dorset ICB","North West",8687,338,4,"Rural",167
"VLZ8560","Practice 5167","Q20","NHS Devon ICB","North West",3861,82,4,"Urban",23
"BMM4842","Practice 5168","Q20","NHS Somerset ICB","North East",16838,97,2,"Urban",20
"JVY8613","Practice 5169","Q35","NHS Somerset ICB","London",7286,30,5,"Urban",4
"BDS5755","Practice 5170","Q94","NHS Cornwall ICB","East",5702,112,5,"Urban",35
"VOH4447","Practice 5171","Q20","NHS Cornwall ICB","North West",8814,316,2,"Rural",180
"HBS7603","Practice 5172","Q22","NHS Devon ICB","North West",6344,208,2,"Urban",59
"XLB5339","Practice 5173","Q50","NHS Somerset ICB","North West",7715,259,2,"Rural",101
"YWW5360","Practice 5174","Q31","NHS Cornwall ICB","South East",7038,30,1,"Urban",12
"UFH9703","Practice 5175","Q94","NHS Cornwall ICB","Midlands",6870,323,5,"Urban",130
"ADQ7900","Practice 5176","Q66","NHS Dorset ICB","North West",10272,389,1,"Urban",144
"EJT6048","Practice 5177","Q69","NHS Dorset ICB","North West",3695,165,2,"Rural",74
"TRC1623","Practice 5178","Q35","NHS Dorset ICB","South East",856,352,3,"Rural",81
"RZT8929","Practice 5179","Q77","NHS Somerset ICB","London",8935,59,4,"Urban",15
"OJN9335","Practice 5180","Q77","NHS Cornwall ICB","South West",6052,237,3,"Rural",69
"UVT6849","Practice 5181","Q94","NHS Cornwall ICB","London",4847,335,5,"Rural",138
"KPQ5606","Practice 5182","Q20","NHS Somerset ICB","South East",9731,178,5,"Urban",58
"FED5012","Practice 5183","Q62","NHS Somerset ICB","Midlands",8958,63,1,"Urban",27
"KJB8467","Practice 5184","Q20","NHS Somerset ICB","South West",5862,30,5,"Urban",16
"KIB7983","Practice 5185","Q22","NHS Dorset ICB","South West",4406,212,3,"Urban",22
"DAD1249","Practice 5186","Q77","NHS Somerset ICB","Midlands",4734,190,5,"Rural",75
"JWD4477","Practice 5187","Q90","NHS Dorset ICB","South West",7089,88,5,"Urban",15
"KQV3506","Practice 5188","Q29","NHS Somerset ICB","Midlands",500,314,2,"Urban",102
"XUY3101","Practice 5189","Q31","NHS Cornwall ICB","North East",7928,264,1,"Urban",110
"YYN9367","Practice 5190","Q50","NHS Somerset ICB","South West",6544,274,4,"Rural",74
"CTL4614","Practice 5191","Q66","NHS Devon ICB","South West",8740,113,3,"Urban",46
"KCM4114","Practice 5192","Q90","NHS Dorset ICB","East",8704,197,1,"Urban",114
"DUF6164","Practice 5193","Q56","NHS Cornwall ICB","Midlands",9831,205,1,"Urban",84
"MKT5802","Practice 5194","Q35","NHS Somerset ICB","South East",10228,199,3,"Urban",68
"DNL5995","Practice 5195","Q22","NHS Cornwall ICB","North East",6997,63,4,"Urban",25
"YCZ4893","Practice 5196","Q89","NHS Devon ICB","London",7930,307,4,"Rural",123
"RHO5887","Practice 5197","Q29","NHS Cornwall ICB","London",6985,207,3,"Rural",49
"LNO4700","Practice 5198","Q29","NHS Dorset ICB","South East",500,358,3,"Rural",94
"OGT7560","Practice 5199","Q31","NHS Devon ICB","North West",6897,30,2,"Urban",10
"QAY4833","Practice 5200","Q62","NHS Somerset ICB","East",3727,303,5,"Rural",94
"TAA7985","Practice 5201","Q43","NHS Devon ICB","South East",8918,315,5,"Urban",88
"UNE5337","Practice 5202","Q89","NHS Devon ICB","Midlands",12150,249,2,"Urban",100
"JVL1082","Practice 5203","Q35","NHS Cornwall ICB","North East",11135,208,4,"Urban",76
"YSG1492","Practice 5204","Q50","NHS Dorset ICB","North East",2262,255,2,"Urban",74
"RAD1590","Practice 5205","Q89","NHS Dorset ICB","Midlands",10166,381,4,"Rural",75
"OWI8420","Practice 5206","Q31","NHS Somerset ICB","North East",3725,278,2,"Rural",107
"YIT8483","Practice 5207","Q66","NHS Cornwall ICB","South East",4764,311,2,"Urban",97
"ZOH2074","Practice 5208","Q68","NHS Cornwall ICB","South West",4076,119,1,"Rural",43
"TGI9020","Practice 5209","Q92","NHS Cornwall ICB","North West",3239,178,3,"Urban",49
"MFP9868","Practice 5210","Q92","NHS Devon ICB","Midlands",5934,232,5,"Urban",63
"UJI3837","Practice 5211","Q36","NHS Somerset ICB","North East",8078,330,5,"Rural",96
"ZQS1841","Practice 5212","Q68","NHS Somerset ICB","South West",11067,178,1,"Urban",92
"BSD9627","Practice 5213","Q69","NHS Dorset ICB","South East",1608,360,2,"Urban",91
"TSM2511","Practice 5214","Q36","NHS Devon ICB","North West",2681,222,3,"Urban",77
"BYX7893","Practice 5215","Q29","NHS Somerset ICB","Midlands",13621,238,4,"Urban",52
"KWV3216","Practice 5216","Q62","NHS Dorset ICB","South East",9046,266,3,"Urban",81
"NTA1873","Practice 5217","Q69","NHS Somerset ICB","Midlands",10540,314,3,"Urban",121
"CMY1290","Practice 5218","Q43","NHS Cornwall ICB","North East",4363,66,4,"Urban",28
"ROF6890","Practice 5219","Q50","NHS Dorset ICB","South East",5945,98,2,"Urban",45
"THF6486","Practice 5220","Q20","NHS Somerset ICB","North East",7851,173,3,"Urban",92
"TLM5837","Practice 5221","Q89","NHS Dorset ICB","North East",9837,250,1,"Rural",96
"POT1572","Practice 5222","Q20","NHS Dorset ICB","North West",6084,286,5,"Urban",82
"GHV3346","Practice 5223","Q43","NHS Dorset ICB","North West",8221,344,4,"Urban",80
"ELR9700","Practice 5224","Q36","NHS Cornwall ICB","East",14672,172,4,"Urban",46
"UQA1392","Practice 5225","Q43","NHS Cornwall ICB","South West",500,95,1,"Urban",40
"PBC9682","Practice 5226","Q50","NHS Cornwall ICB","South West",6611,119,2,"Rural",50
"UII1745","Practice 5227","Q66","NHS Dorset ICB","Midlands",17416,291,1,"Rural",162
"ZVI1499","Practice 5228","Q90","NHS Devon ICB","South East",6226,135,4,"Urban",54
"KFT7121","Practice 5229","Q43","NHS Cornwall ICB","North West",9834,150,5,"Urban",45
"TQF3931","Practice 5230","Q43","NHS Somerset ICB","North West",12381,81,5,"Urban",19
"LBY2635","Practice 5231","Q29","NHS Dorset ICB","Midlands",6312,263,2,"Urban",87
"PWN2064","Practice 5232","Q43","NHS Devon ICB","Midlands",6087,220,3,"Rural",43
"FDJ9369","Practice 5233","Q50","NHS Cornwall ICB","Midlands",6290,349,2,"Urban",99
"NPK7711","Practice 5234","Q29","NHS Devon ICB","London",6606,122,2,"Urban",60
"SMW6808","Practice 5235","Q68","NHS Devon ICB","London",10086,30,5,"Urban",11
"CRN3614","Practice 5236","Q69","NHS Devon ICB","South East",2652,248,3,"Urban",101
"KCQ6216","Practice 5237","Q31","NHS Devon ICB","East",13720,186,5,"Urban",
"YTK9418","Practice 5238","Q56","NHS Devon ICB","Midlands",6328,240,2,"Rural",41
"VRU9692","Practice 5239","Q35","NHS Devon ICB","North West",4822,155,4,"Urban",53
"ZAB9219","Practice 5240","Q56","NHS Devon ICB","Midlands",4844,124,3,"Rural",47
"USN4537","Practice 5241","Q83","NHS Somerset ICB","Midlands",3592,427,3,"Urban",134
"DKZ9538","Practice 5242","Q50","NHS Dorset ICB","East",7424,133,2,"Rural",70
"VEW5755","Practice 5243","Q83","NHS Somerset ICB","North West",8381,83,3,"Rural",34
"ZEG1097","Practice 5244","Q89","NHS Devon ICB","North West",11844,173,4,"Urban",51
"GBY2810","Practice 5245","Q22","NHS Devon ICB","North East",8501,70,5,"Urban",21
"EVP5202","Practice 5246","Q77","NHS Dorset ICB","South West",500,383,1,"Rural",
"OIX3750","Practice 5247","Q56","NHS Dorset ICB","North West",5355,210,4,"Rural",100
"EAX4314","Practice 5248","Q90","NHS Cornwall ICB","Midlands",11258,217,1,"Urban",83
"HHO5646","Practice 5249","Q29","NHS Somerset ICB","North East",7393,129,5,"Rural",51
"FGU8885","Practice 5250","Q68","NHS Somerset ICB","North West",7038,42,3,"Urban",
"ZJY5371","Practice 5251","Q36","NHS Devon ICB","East",8130,314,5,"Urban",79
"QAE1825","Practice 5252","Q89","NHS Somerset ICB","London",6088,332,2,"Urban",125
"ISB8998","Practice 5253","Q20","NHS Somerset ICB","London",500,286,4,"Urban",
"OIJ4719","Practice 5254","Q50","NHS Devon ICB","South West",12456,291,1,"Urban",126
"QIT9701","Practice 5255","Q20","NHS Cornwall ICB","South East",11213,116,4,"Urban",32
"WBW5542","Practice 5256","Q36","NHS Devon ICB","North West",7772,252,1,"Rural",116
"UXJ5035","Practice 5257","Q92","NHS Devon ICB","North East",2582,101,4,"Urban",26
"EZI9059","Practice 5258","Q50","NHS Cornwall ICB","North East",11113,82,3,"Urban",36
"OMC5192","Practice 5259","Q77","NHS Somerset ICB","London",8443,167,2,"Urban",43
"KIH9757","Practice 5260","Q89","NHS Devon ICB","South East",7098,330,5,"Rural",153
"NCX8970","Practice 5261","Q66","NHS Somerset ICB","London",10676,91,3,"Urban",42
"JGD2321","Practice 5262","Q77","NHS Dorset ICB","Midlands",567,139,4,"Rural",49
"RJN2667","Practice 5263","Q77","NHS Cornwall ICB","London",8455,81,2,"Rural",25
"HSQ9487","Practice 5264","Q29","NHS Somerset ICB","North East",11149,30,1,"Rural",19
"BCF7898","Practice 5265","Q35","NHS Devon ICB","South West",7214,220,1,"Rural",83
"TVU7275","Practice 5266","Q22","NHS Dorset ICB","South East",8901,273,4,"Urban",71
"EGL8245","Practice 5267","Q89","NHS Dorset ICB","North East",12234,120,1,"Urban",51
"SXH5520","Practice 5268","Q92","NHS Devon ICB","Midlands",4936,239,2,"Urban",111
"JQA2743","Practice 5269","Q36","NHS Cornwall ICB","North West",500,236,2,"Urban",125
"ZAJ8513","Practice 5270","Q90","NHS Dorset ICB","London",3965,280,3,"Rural",106
"WNA8739","Practice 5271","Q20","NHS Dorset ICB","North West",13281,98,4,"Urban",26
"ZFW7527","Practice 5272","Q20","NHS Devon ICB","South West",10063,229,1,"Rural",88
"XNY7877","Practice 5273","Q62","NHS Devon ICB","North East",7958,183,3,"Urban",37
"XSW5797","Practice 5274","Q22","NHS Devon ICB","Midlands",5370,30,2,"Urban",
"JKF2651","Practice 5275","Q22","NHS Cornwall ICB","North West",2124,263,3,"Rural",106
"AWN7565","Practice 5276","Q94","NHS Devon ICB","East",3654,343,2,"Urban",87
"PPG5311","Practice 5277","Q92","NHS Somerset ICB","North West",500,265,1,"Rural",96
"MCK6350","Practice 5278","Q90","NHS Devon ICB","North East",6704,200,2,"Rural",69
"IJT7205","Practice 5279","Q35","NHS Cornwall ICB","Midlands",6214,250,1,"Urban",
"LHU9312","Practice 5280","Q50","NHS Somerset ICB","East",614,256,3,"Urban",96
"AHY2564","Practice 5281","Q94","NHS Somerset ICB","North West",6680,229,1,"Urban",121
"DOZ2836","Practice 5282","Q56","NHS Devon ICB","South West",5796,156,2,"Urban",75
"VTR6673","Practice 5283","Q31","NHS Somerset ICB","Midlands",727,138,5,"Urban",
"RII1582","Practice 5284","Q31","NHS Devon ICB","North West",9322,92,5,"Urban",12
"FKG4381","Practice 5285","Q69","NHS Devon ICB","London",4151,279,2,"Urban",
"WZS1297","Practice 5286","Q36","NHS Cornwall ICB","London",5693,312,2,"Urban",144
"ZRA9260","Practice 5287","Q83","NHS Somerset ICB","South West",2504,81,2,"Urban",23
"BAY4251","Practice 5288","Q77","NHS Somerset ICB","London",17171,116,4,"Rural",49
"OAI6539","Practice 5289","Q43","NHS Somerset ICB","Midlands",10080,201,3,"Urban",92
"ONV3236","Practice 5290","Q90","NHS Dorset ICB","Midlands",2923,67,4,"Urban",20
"ESH7660","Practice 5291","Q69","NHS Devon ICB","North West",4628,56,5,"Rural",25
"QSV2254","Practice 5292","Q83","NHS Cornwall ICB","South West",11890,176,2,"Urban",65
"HLB1157","Practice 5293","Q94","NHS Dorset ICB","South East",10237,193,2,"Urban",100
"PNG7663","Practice 5294","Q31","NHS Devon ICB","North West",7529,231,2,"Urban",109
"HNV3780","Practice 5295","Q56","NHS Cornwall ICB","South West",9735,160,4,"Urban",61
"IAF9820","Practice 5296","Q83","NHS Devon ICB","South West",14048,165,4,"Urban",64
"VNM3543","Practice 5297","Q89","NHS Somerset ICB","South East",15211,205,5,"Urban",83
"FQF3687","Practice 5298","Q29","NHS Dorset ICB","Midlands",8619,121,3,"Urban",32
"WUV7806","Practice 5299","Q77","NHS Devon ICB","South East",7657,53,1,"Rural",16
"CZT3121","Practice 5300","Q22","NHS Cornwall ICB","London",3396,130,3,"Urban",52
"OIS9196","Practice 5301","Q50","NHS Dorset ICB","North East",3592,230,5,"Urban",99
"PXH5782","Practice 5302","Q56","NHS Cornwall ICB","North East",11888,149,3,"Rural",60
"YOE3485","Practice 5303","Q56","NHS Dorset ICB","North East",8957,169,3,"Rural",72
"BWC9252","Practice 5304","Q43","NHS Dorset ICB","South West",3071,30,4,"Urban",3
"XFX5202","Practice 5305","Q77","NHS Cornwall ICB","North West",10142,345,4,"Urban",104
"UHC8841","Practice 5306","Q36","NHS Somerset ICB","London",7917,237,4,"Urban",41
"PJC7457","Practice 5307","Q83","NHS Dorset ICB","East",3956,205,5,"Rural",84
"KCO8442","Practice 5308","Q69","NHS Somerset ICB","South West",7317,123,3,"Urban",47
"BPE7524","Practice 5309","Q29","NHS Somerset ICB","North East",5279,358,1,"Urban",129
"TSX3302","Practice 5310","Q22","NHS Cornwall ICB","North East",9082,294,1,"Urban",
"GVG6274","Practice 5311","Q62","NHS Devon ICB","South East",11750,84,2,"Urban",31
"OTB5812","Practice 5312","Q83","NHS Somerset ICB","London",6119,83,1,"Urban",25
"GAO2888","Practice 5313","Q62","NHS Somerset ICB","South West",9559,84,3,"Urban",33
"ELR9123","Practice 5314","Q36","NHS Somerset ICB","South East",4894,163,4,"Urban",71
"EAP7285","Practice 5315","Q90","NHS Devon ICB","South East",8349,135,3,"Urban",29
"MXF1021","Practice 5316","Q83","NHS Dorset ICB","South West",5739,343,1,"Urban",165
"AMC4320","Practice 5317","Q66","NHS Dorset ICB","South East",13838,234,1,"Urban",88
"KHD6214","Practice 5318","Q83","NHS Cornwall ICB","North East",11978,281,4,"Urban",102
"GDG3819","Practice 5319","Q31","NHS Devon ICB","North East",8487,439,4,"Rural",80
"FRK7166","Practice 5320","Q77","NHS Devon ICB","South East",1695,174,2,"Urban",78
"HOF2056","Practice 5321","Q92","NHS Cornwall ICB","South East",6664,268,3,"Rural",108
"MIE5527","Practice 5322","Q31","NHS Devon ICB","North West",15110,240,4,"Urban",105
"PEC9167","Practice 5323","Q62","NHS Cornwall ICB","East",9439,181,5,"Urban",38
"HLB1294","Practice 5324","Q77","NHS Dorset ICB","London",8062,228,4,"Rural",73
"HXF7067","Practice 5325","Q68","NHS Devon ICB","East",8822,284,3,"Urban",105
"VFO4934","Practice 5326","Q31","NHS Devon ICB","East",6635,347,5,"Urban",95
"EWU5778","Practice 5327","Q94","NHS Somerset ICB","North West",2639,186,4,"Urban",55
"JBJ2827","Practice 5328","Q90","NHS Dorset ICB","South East",9508,234,5,"Rural",58
"KIL8898","Practice 5329","Q66","NHS Somerset ICB","Midlands",9143,201,3,"Urban",72
"XBX1356","Practice 5330","Q83","NHS Somerset ICB","South East",7453,169,3,"Urban",83
"LDO3776","Practice 5331","Q66","NHS Cornwall ICB","North East",11900,434,1,"Urban",184
"PWW2208","Practice 5332","Q43","NHS Devon ICB","London",8858,178,2,"Urban",54
"EKH3767","Practice 5333","Q89","NHS Somerset ICB","South West",8698,302,2,"Rural",
"SVY5233","Practice 5334","Q36","NHS Somerset ICB","South West",11093,160,5,"Rural",64
"TAI6266","Practice 5335","Q90","NHS Somerset ICB","South East",4108,245,1,"Urban",112
"PKD9939","Practice 5336","Q36","NHS Somerset ICB","London",2647,219,4,"Rural",45
"EZV7208","Practice 5337","Q35","NHS Somerset ICB","London",500,261,2,"Urban",78
"YWW2103","Practice 5338","Q56","NHS Dorset ICB","North West",1829,175,1,"Rural",89
"LZS2794","Practice 5339","Q66","NHS Dorset ICB","South West",16741,178,5,"Urban",50
"QZX6793","Practice 5340","Q20","NHS Somerset ICB","East",10489,103,3,"Rural",15
"WBC2214","Practice 5341","Q43","NHS Somerset ICB","North West",6883,383,5,"Urban",153
"TTC2973","Practice 5342","Q56","NHS Devon ICB","Midlands",7161,286,2,"Urban",92
"TEB9104","Practice 5343","Q20","NHS Cornwall ICB","North East",8404,291,5,"Rural",
"XTN6898","Practice 5344","Q89","NHS Cornwall ICB","East",7610,179,2,"Urban",77
"NTQ1029","Practice 5345","Q56","NHS Cornwall ICB","London",1196,329,5,"Urban",134
"ZDS8730","Practice 5346","Q31","NHS Devon ICB","North West",6843,366,3,"Urban",167
"YOT6089","Practice 5347","Q22","NHS Somerset ICB","London",9616,89,3,"Rural",26
"MAV4549","Practice 5348","Q20","NHS Devon ICB","North East",9521,165,3,"Urban",32
"UII5493","Practice 5349","Q36","NHS Cornwall ICB","North West",3510,141,1,"Rural",55
"GAV8021","Practice 5350","Q29","NHS Cornwall ICB","Midlands",9728,376,5,"Rural",135
"YVW9283","Practice 5351","Q31","NHS Devon ICB","North West",7709,114,2,"Rural",48
"ENT9772","Practice 5352","Q31","NHS Cornwall ICB","East",4932,256,1,"Rural",96
"MPQ1449","Practice 5353","Q62","NHS Cornwall ICB","South West",5747,181,5,"Urban",68
"VKR6542","Practice 5354","Q92","NHS Cornwall ICB","Midlands",6780,252,1,"Rural",99
"PCB5773","Practice 5355","Q90","NHS Somerset ICB","North West",10154,82,1,"Urban",21
"DHH1461","Practice 5356","Q77","NHS Cornwall ICB","North West",12971,210,2,"Urban",88
"SCC9604","Practice 5357","Q56","NHS Devon ICB","North West",3715,236,2,"Rural",68
"XJW7210","Practice 5358","Q22","NHS Dorset ICB","London",5234,221,2,"Urban",84
"SFC9979","Practice 5359","Q69","NHS Cornwall ICB","London",7442,221,3,"Urban",82
"TXL9237","Practice 5360","Q89","NHS Devon ICB","North West",12536,321,2,"Urban",
"GXR6780","Practice 5361","Q35","NHS Somerset ICB","East",12099,189,1,"Rural",60
"KBD1355","Practice 5362","Q43","NHS Dorset ICB","Midlands",6961,37,1,"Urban",14
"YPI9512","Practice 5363","Q77","NHS Dorset ICB","Midlands",6956,304,3,"Urban",71
"RZZ6155","Practice 5364","Q89","NHS Cornwall ICB","South East",500,302,2,"Urban",88
"XEU4144","Practice 5365","Q50","NHS Dorset ICB","Midlands",12250,194,5,"Rural",86
"QUX8418","Practice 5366","Q36","NHS Devon ICB","North West",7932,68,2,"Urban",38
"ZBH6118","Practice 5367","Q83","NHS Somerset ICB","North West",8985,157,3,"Urban",63
"JHZ9815","Practice 5368","Q94","NHS Devon ICB","Midlands",5594,396,2,"Urban",168
"ICJ8140","Practice 5369","Q89","NHS Cornwall ICB","South East",3843,72,1,"Rural",32
"XTO5549","Practice 5370","Q97","NHS Dorset ICB","East",9212,335,5,"Urban",
"JAI1529","Practice 5371","Q56","NHS Somerset ICB","North East",9805,40,1,"Urban",21
"VAN7681","Practice 5372","Q94","NHS Cornwall ICB","East",3526,158,5,"Rural",45
"SUB1473","Practice 5373","Q62","NHS Somerset ICB","South East",10434,249,2,"Urban",86
"CMA7175","Practice 5374","Q20","NHS Somerset ICB","South East",6946,192,2,"Rural",71
"YFR7801","Practice 5375","Q90","NHS Somerset ICB","South West",4688,158,1,"Urban",47
"PNF6012","Practice 5376","Q92","NHS Devon ICB","East",11705,120,4,"Urban",38
"ZGH4466","Practice 5377","Q62","NHS Dorset ICB","South West",10490,292,3,"Rural",95
"UPM4948","Practice 5378","Q97","NHS Cornwall ICB","East",3916,295,5,"Urban",
"ZDK6908","Practice 5379","Q43","NHS Devon ICB","East",10025,122,3,"Urban",38
"TJI4749","Practice 5380","Q56","NHS Cornwall ICB","North East",2940,334,5,"Urban",113
"EKG8705","Practice 5381","Q56","NHS Dorset ICB","North West",11661,222,5,"Urban",60
"UKH5014","Practice 5382","Q66","NHS Cornwall ICB","South East",15257,300,1,"Urban",132
"FJT2128","Practice 5383","Q77","NHS Somerset ICB","Midlands",11146,130,1,"Rural",52
"DIU5994","Practice 5384","Q90","NHS Devon ICB","North West",8950,208,2,"Urban",55
"GPL3238","Practice 5385","Q43","NHS Devon ICB","Midlands",13813,186,3,"Rural",52
"ORD7400","Practice 5386","Q89","NHS Devon ICB","Midlands",6849,101,4,"Urban",23
"DHP5139","Practice 5387","Q77","NHS Somerset ICB","East",6404,174,3,"Urban",87
"WJO1287","Practice 5388","Q94","NHS Dorset ICB","South East",6856,40,2,"Urban",15
"TTK4111","Practice 5389","Q97","NHS Devon ICB","North East",5715,115,1,"Rural",
"BMB2116","Practice 5390","Q97","NHS Dorset ICB","North West",9501,234,1,"Urban",108
"IZQ1125","Practice 5391","Q36","NHS Somerset ICB","South East",3381,252,1,"Rural",112
"UMR1420","Practice 5392","Q20","NHS Dorset ICB","East",7923,343,5,"Rural",109
"JQC8323","Practice 5393","Q35","NHS Somerset ICB","North East",10915,193,5,"Urban",35
"MNR4526","Practice 5394","Q43","NHS Cornwall ICB","North East",7103,235,4,"Urban",75
"BLS8484","Practice 5395","Q35","NHS Somerset ICB","North West",13847,176,5,"Rural",59
"CCF4394","Practice 5396","Q20","NHS Devon ICB","North East",13013,420,4,"Urban",193
"YLT1797","Practice 5397","Q90","NHS Dorset ICB","South West",5391,71,5,"Urban",23
